833,US,A,US 4847774 A,099-573-257-627-539,1989-07-11,1989,US 90736886 A,1986-09-12,US 90736886 A 19860912,Method And Apparatus For Detecting Traveling Position And/or Direction Of An Unmanned Vehicle,TSUBAKIMOTO CHAIN CO,TOMIKAWA HISAO,,OKAZAKI MAMORU,https://lens.org/099-573-257-627-539,Granted Patent,yes,45,4,4,0,G05D1/0261,,G05D1/0234,,G05D2201/0216,G05D1/02,364/449,,364/424.02,,180/167,,180/169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,US,A1,US 2012/0310465 A1,165-439-369-447-940,2012-12-06,2012,US 201113151433 A,2011-06-02,US 201113151433 A 20110602,Vehicle Nagivation System,BOATRIGHT ROBERT,,OLSEN DAVID,,PEARSON LEVI,,HARMAN INT IND,BOATRIGHT ROBERT,,OLSEN DAVID,,PEARSON LEVI,https://lens.org/165-439-369-447-940,Patent Application,yes,27,5,5,0,G01C21/3655,,B60Q1/346,,G01C21/3658,,G01C21/3661,G05D1/02,,G01C21/36,701/25,,701/36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,US,A1,US 2014/0180478 A1,012-993-937-322-856,2014-06-26,2014,US 201314139218 A,2013-12-23,US 201261745074 P 20121221,Autonomous Robot Apparatus And Method For Controlling The Same,ROBOLABS INC,LETSKY MICHAEL TODD,https://lens.org/012-993-937-322-856,Patent Application,yes,3,1,1,0,E01H5/00,,E01H5/098,,G05D1/0231,,G05D1/0278,,G05D2201/0203,B25J9/16,700/258,,,"Suzuki et al. ""Experimental study on practical automatic snowplows"" ICCAS2001;;English translation for reference JP2003013418A;;English translation for reference CN201908275;;Lin, ""English Translation for reference CN202124816U"", 01/2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,US,A1,US 2015/0094944 A1,043-367-221-360-87X,2015-04-02,2015,US 201314043433 A,2013-10-01,US 201314043433 A 20131001,Computer-implemented Method And System For Dynamically Positioning A Vehicle Relative To Another Vehicle In Motion For On-the-fly Offloading Operations,JAYBRIDGE ROBOTICS INC,BAUMANN WILLIAM P,https://lens.org/043-367-221-360-87X,Patent Application,yes,1,3,3,0,G05D1/0289,,A01B69/00,,A01B69/008,,A01D43/086,,G05D1/0278,,G05D1/0291,,G05D2201/0201,G05D1/02,701/408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,US,B2,US 6876915 B2,004-782-886-025-420,2005-04-05,2005,US 25452302 A,2002-09-26,JP 2002064852 A 20020311,Headway Control System,HITACHI LTD,KURAMOCHI YUICHI,,MANAKA TOSHIO,,ADACHI HIDEFUMI,https://lens.org/004-782-886-025-420,Granted Patent,yes,16,13,13,0,B60W30/16,,B60K31/0008,,B60W2510/0623,,B60W2510/0638,,B60W2510/0671,,B60W2520/105,,B60W2540/12,,B60W2540/16,,G08G1/166,B60R21/00,,B60K31/00,,F02D29/02,,G08G1/16,701/96,,701/301,,701/79,,701/54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,WO,A1,WO 2008/097080 A1,041-435-144-866-920,2008-08-14,2008,NL 2008000027 W,2008-01-24,NL 1033349 A 20070206,Feed Wagon For Feeding Animals Such As Cows,MAASLAND NV,,VAN DEN BERG KAREL,VAN DEN BERG KAREL,https://lens.org/041-435-144-866-920,Patent Application,yes,36,16,16,0,A01K5/0266,,A01K1/105,,A01K5/001,,A01K5/02,,B01F9/103,,B01F13/0018,,B01F13/0032,,B01F15/0266,,B01F15/0295,,B66C3/02,A01K5/00,,A01K5/02,,B01F9/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,US,B1,US 8825265 B1,106-653-805-750-549,2014-09-02,2014,US 201213422688 A,2012-03-16,US 201213422688 A 20120316,Approach For Consolidating Observed Vehicle Trajectories Into A Single Representative Trajectory,FERGUSON DAVID I,,ZHU JIAJUN,,GOOGLE INC,FERGUSON DAVID I,,ZHU JIAJUN,https://lens.org/106-653-805-750-549,Granted Patent,yes,13,2,2,0,G05D1/0214,,B62D15/025,,G05D1/0212,,G05D1/0287,G05D1/02,701/26,,701/23,,10.1109/iros.2011.6094623,,10.1109/iros.2011.6048236,"Sarholz et al., Evaluation of Different Approaches for Road Course Estimation using Imaging Radar, 2011 IEEE/RSJ International conferfence on Intelligent Robots and Systems, Sep. 25-30, 2011, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,US,A,US 5367457 A,140-742-611-050-277,1994-11-22,1994,US 7122293 A,1993-06-01,JP 6458690 A 19900315,Apparatus And Method For Improving Accuracy Of An Automatic Travelling Apparatus,HONDA MOTOR CO LTD,ISHIDA SHINNOSUKE,https://lens.org/140-742-611-050-277,Granted Patent,yes,32,8,8,0,G05D1/0212,,G05D1/0246,G01C21/00,,G05D1/02,,H04N7/18,364/424.02,,364/456,,180/169,,348/116,,348/119,,,"ALVINN: An Autonomous Land Vehicle in a Neural Network, Advances in Neural Information Processing Systems 1, D. S. Touretzky (Ed.), Morgan Kaufman, Dec. 1988, pp. 305 313.;;On Lateral Control of Highway Vehicles Guided by a Forward Looking Sensor , Liu et al., International Conference on Applications of 1989, Department of Mechanical Engineering, University of California at Davis, Dec. 1989, pp. 119 124.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,US,A1,US 2013/0239870 A1,178-226-482-908-14X,2013-09-19,2013,US 201313890939 A,2013-05-09,US 201313890939 A 20130509,,US 89058410 A 20100924,,US 30942010 P 20100301,Underwater Vehicle Bouyancy System,IROBOT CORP,HUDSON EDISON THURMAN,,HUGHES ROBERT EUGENE,,STAHR FREDERICK ROLAND,,GOBAT JASON ISAAC,,OSSE TIMOTHY JAMES,https://lens.org/178-226-482-908-14X,Patent Application,yes,3,1,3,0,B63G8/22,,B63G8/001,,B63G8/08,,B63G8/18,,B63G8/24,,B63G2008/004,B63G8/22,114/333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,WO,A1,WO 2016/209473 A1,047-731-197-183-888,2016-12-29,2016,US 2016/0033938 W,2016-05-24,US 201514749237 A 20150624,Capturing Media Moments,INTEL CORP,TAITE SHAHAR,,RIDER TOMER,,ASSAYAG MICHEL,https://lens.org/047-731-197-183-888,Patent Application,yes,0,2,2,0,G06K9/00302,,G06K9/00335,,G06K9/00369,,G06K9/0063,,G06K9/00778,,G06K2009/00738,,H04N7/185,,H04N7/188,G06K9/00,,B64C27/08,,B64C39/02,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,US,A1,US 2012/0310466 A1,104-136-630-993-339,2012-12-06,2012,US 201113150385 A,2011-06-01,US 201113150385 A 20110601,Sensor Field Selection,FAIRFIELD NATHANIEL,,ZHU JIAJUN,,DOLGOV DMITRI A,,GOOGLE INC,FAIRFIELD NATHANIEL,,ZHU JIAJUN,,DOLGOV DMITRI A,https://lens.org/104-136-630-993-339,Patent Application,yes,17,10,10,0,G05D1/024,,G05D1/0246,,G05D1/0255,,G05D2201/0213,G05D1/02,701/28,,701/23,,,JPO machine translation of JP 2010-134656,,Google Translation of JP 2010-134656,,JPO machine translation of JP 2010-134656 (original JP document published 17 June 2010),,Google Translation of JP 2010-134656 (original JP document published 17 June 2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,US,A,US 5822711 A,002-201-911-920-355,1998-10-13,1998,US 56016395 A,1995-11-20,US 56016395 A 19951120,Autonomous Controller For Traffic Signals,OCHOA-CHAVEZ, FERNANDO,OCHOA-CHAVEZ FERNANDO,https://lens.org/002-201-911-920-355,Granted Patent,yes,17,1,1,0,G08G1/081,G08G1/081,701/117,,340/916,,340/932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,US,A1,US 2010/0076631 A1,052-380-855-186-925,2010-03-25,2010,US 56357709 A,2009-09-21,US 13662408 P 20080919,Robotic Vehicle For Performing Rail-related Actions,MIAN ZAHID F,MIAN ZAHID F,https://lens.org/052-380-855-186-925,Patent Application,yes,41,5,5,0,G05D1/0231,,B61C17/12,,B61G7/04,,B61K9/12,,G05D1/0229,,G05D1/027,,G05D1/0274,,G05D1/0276,G06F17/00,,G05D1/00,701/19,,701/28,,10.1109/arso.2005.1511612,,10.1109/iros.2003.1249197,,10.1109/rrcon.2006.215296,"D. Katz, E. Horrell, Y. Yang, B. Burns, T. Buckley, A. Grishkan, V. Zhylkovskyy, O. Brock and E. Learned-Miller, ""The UMass Mobile Manipulator UMan: An Experimental Platform for Autonomous Mobile Manipulation,"" In Proc. RSS Workshop Manipulation for Human Environments, Philadelphia, Pa, Aug. 2006;;Y. Yamamoto, P. Pirjanian, M. Munich, E. DiBernardo, L. Goncalves, J. Ostroswski and N. Karlsson, ""Optical Sensing for Robot Perception and Localization,"" 2005 IEEE Workshop on Advanced Robotics and its Social Impacts, Nagoya, Japan, June 12-15, 2005;;T. Ikeda and M. Minami, ""Asymptotic Stable Guidance Control of PWS Mobile Manipulator and Dynamical Influence of Slipping Carrying Object to Stability,"" In. Proc. IEEE/RSJ Intl. Conference on Intelligent Robots and Symptoms, Oct. 2003, pp. 2197-2202;;R. Edwards, C. Barkan, J. Hart, S. Todorovic and N. Ahuja, ""Improving the Efficiency and Effectiveness of Railcar Safety Appliance Inspection Using Machine Vision Technology"", In. Proc. Joint Rail Conference, April 2006, pp. 81-89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,WO,A2,WO 2012/160373 A2,075-011-016-038-359,2012-11-29,2012,GB 2012051156 W,2012-05-22,GB 201108965 A 20110524,,EP 11250557 A 20110524,Vehicle Navigation,BAE SYSTEMS PLC,,SMITH CHRISTOPHER ANDREW,,HESTER GEOFFREY JAMES,SMITH CHRISTOPHER ANDREW,,HESTER GEOFFREY JAMES,https://lens.org/075-011-016-038-359,Patent Application,yes,1,7,9,0,G05D1/0212,,G05D1/024,,G05D1/0246,,G05D1/0261,,G05D1/027,,G05D1/0272,,G05D1/0274,,G05D1/0278,,G05D2201/0213,,B60W10/18,,B60W2550/20,,B60W2050/0077,,B60W50/035,,G01S13/931,,G01S19/44,,G01C21/165,,G01S13/726,G05D1/02,,,10.1109/lars.2013.56,,10.1109/icar.2013.6766467,"""Planning Algorithms"";;""Probabilistic Robotics"", article ""Occupancy Grid Mapping"";;""Principles of Robot Motion"", article ""Trajectory Planning""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,US,A,US 5867801 A,060-845-650-738-21X,1999-02-02,1999,US 58591796 A,1996-01-11,US 58591796 A 19960111,Remote Asset Monitoring System,GEN RAILWAY SIGNAL CORP,DENNY JOSEPH M,https://lens.org/060-845-650-738-21X,Granted Patent,yes,79,1,1,0,B61L3/125,,B61L15/0018,,B61L15/0072,,B61L15/0081,B61L3/12,701/35,,701/19,,X246169 R,,,"Article entitled A Low Cost CDMA Transmitter Using the AX602 ASIC, Microcontroller and Minimal RF Circuitry by David J. Beal and Gerard J. Hill dated Feb. 1995 as appeared in RF Design, pp. 26 32.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,EP,B1,EP 1202895 B1,090-026-857-645-888,2005-01-26,2005,EP 00951447 A,2000-07-26,DE 19935353 A 19990729,Method For Optimizing Energy In A Vehicle/train With Multple Drive Units,BOMBARDIER TRANSP GMBH,FRANKE RUEDIGER,,TERWIESCH PETER,,MEYER MARKUS,,KLOSE CHRISTIAN,,KETTELER KARL-HERMANN,https://lens.org/090-026-857-645-888,Granted Patent,yes,5,13,14,0,B60L15/2045,,B60L2200/26,,B61L3/006,,Y02T10/645,,Y02T10/7283,B61L27/00,,B60L15/20,,B61L1/00,,B61L15/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,US,A1,US 2014/0121883 A1,195-315-438-504-392,2014-05-01,2014,US 201314066455 A,2013-10-29,US 201261720186 P 20121030,System And Method For Using Gestures In Autonomous Parking,BOSCH GMBH ROBERT,SHEN ZHONGNAN,,WENG FULIANG,,ALBRECHT BENNO,https://lens.org/195-315-438-504-392,Patent Application,yes,32,4,4,0,B62D15/0285,B62D15/02,701/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,WO,A1,WO 2015/079300 A1,019-575-166-484-453,2015-06-04,2015,IB 2014002549 W,2014-11-24,JP 2013246018 A 20131128,Autonomous Moving Object,TOYOTA MOTOR CO LTD,TAIRA TETSUYA,https://lens.org/019-575-166-484-453,Patent Application,yes,1,7,7,0,G05D1/0212,,G01S7/40,,G01S7/4026,,G01S7/497,,G01S7/4972,,G01S7/52004,,G01S13/86,,G01S13/87,,G01S13/881,,G01S13/931,,G01S15/87,,G01S15/931,,G01S17/87,,G01S17/936,,G01S2007/4034,,G01S2007/52012,,G01S2013/9353,,G01S2013/9371,,G01S2015/939,,G05D1/024,,G05D2201/0217,G01S17/93,,G01S15/93,,G05D1/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
